,address,end_time,forestry,municipality,start_time,area
17433,ΠΛΑΤΑΝΟΤΟΠΟΣ,,ΚΑΒΑΛΑΣ,Δ. ΠΑΓΓΑΙΟΥ,2017-09-04 14:05:00,2.0
17434,ΑΓ. ΑΘΑΝΑΣΙΟΣ,2017-09-04 13:05:00,ΔΡΑΜΑΣ,Δ. ΔΟΞΑΤΟΥ,2017-09-04 11:29:00,5.0
17435,ΜΑΥΡΟΒΑΤΟΣ,2017-09-04 17:40:00,ΔΡΑΜΑΣ,Δ. ΔΡΑΜΑΣ,2017-09-04 17:05:00,0.05
17436,ΜΙΚΡΟΧΩΡΙ,2017-09-04 17:55:00,ΔΡΑΜΑΣ,Δ. ΔΡΑΜΑΣ,2017-09-04 17:25:00,0.2
17437,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΜΥΡΩΔΑΤΟΥ,2017-09-04 15:00:00,ΞΑΝΘΗΣ,Δ. ΑΒΔΗΡΩΝ,2017-09-04 13:39:00,10.0
17438,ΣΗΜΑΝΤΡΑ,2017-09-04 17:30:00,ΞΑΝΘΗΣ,Δ. ΑΒΔΗΡΩΝ,2017-09-04 15:44:00,6.0
17439,ΣΕΛΙΝΟ- ΛΙΜΝΗ ΒΙΣΤΩΝΙΔΑ,2017-09-04 20:45:00,ΞΑΝΘΗΣ,Δ. ΑΒΔΗΡΩΝ,2017-09-04 17:44:00,0.4
17440,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΟΡΕΣΤΙΑΔΑΣ,2017-09-04 16:00:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2017-09-04 15:10:00,6.0
17441,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ Ν. ΒΥΣΣΑΣ,2017-09-04 21:00:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2017-09-04 18:50:00,0.5
17442,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΕΡΙΣΤΕΡΩΝΑ,2017-09-04 19:45:00,ΣΤΑΥΡΟΥ,Δ. ΒΟΛΒΗΣ,2017-09-04 12:25:00,150.0
17443,ΑΓΡ. ΠΕΡ. ΜΕΛΕΝΙΚΙΤΣΙΟΥ,,ΣΕΡΡΩΝ,Δ. ΗΡΑΚΛΕΙΑΣ,2017-09-04 21:19:00,3.0
17444,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΡΧΟΝΤΙΚΟΥ,2017-09-04 21:44:00,ΕΔΕΣΣΑΣ,Δ. ΠΕΛΛΑΣ,2017-09-04 20:09:00,2.0
17445,Τ.Κ. ΠΟΛΥΝΕΡΙΟΥ,2017-09-04 15:00:00,ΓΡΕΒΕΝΩΝ,Δ. ΓΡΕΒΕΝΩΝ,2017-09-04 12:30:00,2.0
17446,Τ.Κ. ΠΛΑΙΣΙΟΥ,2017-09-04 23:55:00,ΘΕΣΠΡΩΤΙΑΣ,Δ. ΦΙΛΙΑΤΩΝ,2017-09-04 20:50:00,3.0
17447,ΜΙΧΑΛΙΤΣΙ,2017-09-04 20:05:00,,Δ. ΠΡΕΒΕΖΑΣ,2017-09-04 14:36:00,3.0
17448,ΝΕΑ ΚΕΡΑΣΟΥΝΤΑ ΝΤΑΜΑΡΙ,,,Δ. ΖΗΡΟΥ,2017-09-04 19:05:00,0.01
17449,Τ.Κ. ΠΑΛΑΙΟΚΑΣΤΡΟΥ,2017-09-04 23:04:00,ΗΓΟΥΜΕΙΤΣΑΣ,,2017-09-04 20:10:00,1.0
17450,Τ.Κ ΚΡΗΝΗΣ,2017-09-04 11:45:00,ΛΑΡΙΣΑΣ,Δ. ΦΑΡΣΑΛΩΝ,2017-09-04 10:45:00,2.0
17451,ΧΑΛΚΙΑΔΕΣ,2017-09-04 22:15:00,ΛΑΡΙΣΑΣ,Δ. ΦΑΡΣΑΛΩΝ,2017-09-04 21:00:00,25.0
17452,ΤΥΡΝΑΒΟΣ,2017-09-04 13:20:00,ΛΑΡΙΣΑΣ,Δ. ΤΥΡΝΑΒΟΥ,2017-09-04 11:15:00,150.0
17453,Δ.Δ ΖΑΠΠΕΙΟ,2017-09-04 13:15:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2017-09-04 12:00:00,20.0
17454,Δ.Δ ΨΥΧΙΚΟ,2017-09-04 17:00:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2017-09-04 14:45:00,40.0
17455,Δ.Δ ΔΟΞΑΡΑ,2017-09-04 21:00:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2017-09-04 17:00:00,40.0
17456,ΑΓΙΑ ΠΑΡΑΣΚΡΥΗ,2017-09-04 22:00:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2017-09-04 21:00:00,10.0
17457,Δ.Δ ΜΥΡΑ,2017-09-05 00:00:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2017-09-04 22:40:00,1.0
17458,Δ.Δ ΜΑΚΡΥΧΩΡΙΟΥ,2017-09-04 12:55:00,ΛΑΡΙΣΑΣ,Δ. ΤΕΜΠΩΝ,2017-09-04 12:10:00,0.1
17459,ΚΑΡΑΓΚΙΟΛΗ,2017-09-04 18:00:00,ΑΛΜΥΡΟΥ,Δ. ΑΛΜΥΡΟΥ,2017-09-04 17:14:00,2.0
17460,Τ.Κ.ΜΕΛΙΣΣΑΣ,2017-09-04 01:15:00,,Δ. ΚΑΡΔΙΤΣΑΣ,2017-09-04 00:40:00,0.5
17461,Τ.Κ. ΠΤΕΛΟΠΟΥΛΑΣ,2017-09-04 18:10:00,,Δ. ΚΑΡΔΙΤΣΑΣ,2017-09-04 17:20:00,3.0
17462,Τ.Κ.ΦΙΛΙΑΣ,2017-09-04 02:50:00,ΚΑΡΔΙΤΣΑΣ,Δ. ΣΟΦΑΔΩΝ,2017-09-04 00:40:00,25.0
17463,ΤΡΑΓΑΝΙ - ΣΚΙΑΔΕΙΚΑ,2017-09-04 23:45:00,ΠΑΤΡΩΝ,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,2017-09-04 22:25:00,0.2
17464,ΑΜΠΕΛΙΑ,2017-09-09 09:10:00,ΑΓΡΙΝΙΟΥ,Δ. ΑΓΡΙΝΙΟΥ,2017-09-04 13:30:00,8.0
17465,ΛΑΓΚΑΔΙΑ,2017-09-04 18:30:00,ΑΓΡΙΝΙΟΥ,Δ. ΑΓΡΙΝΙΟΥ,2017-09-04 17:25:00,1.0
17466,ΟΧΘΙΑ-ΒΑΡΙΑ,2017-09-04 19:35:00,ΑΜΦΙΛΟΧΙΑΣ,Δ. ΑΓΡΙΝΙΟΥ,2017-09-04 17:45:00,4.0
17467,ΖΑΧΑΡΩ,2017-09-04 20:00:00,ΟΛΥΜΠΙΑΣ,Δ. ΖΑΧΑΡΩΣ,2017-09-04 19:00:00,0.1
17468,ΓΑΣΤΟΥΝΗ,2017-09-04 12:20:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΠΗΝΕΙΟΥ,2017-09-04 10:55:00,2.0
17469,ΠΑΛΑΙΟΧΩΡΙ,2017-09-04 20:02:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΠΗΝΕΙΟΥ,2017-09-04 18:15:00,15.0
17470,ΑΝΔΡΑΒΙΔΑ,2017-09-04 21:05:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,2017-09-04 19:45:00,1.0
17471,ΜΑΧΑΛΑΣ ΑΛΑΓΟΝΙΑΣ,2017-09-09 22:45:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2017-09-04 09:45:00,70.0
17472,ΕΝΑΝΤΙ ΑΕΡΟΔΡΟΜΙΟΥ ΠΥΡΟΜΑΧΙΚΑ,2017-09-04 14:15:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2017-09-04 11:20:00,1.0
17473,ΕΝΑΝΤΙ ΑΕΡΟΔΡΟΜΙΟΥ ΠΥΡΟΜΑΧΙΚΑ,2017-09-04 17:30:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΜΕΣΣΗΝΗΣ,2017-09-04 15:30:00,0.5
17474,ΑΝΑΛΗΨΗ ΤΑΥΓΕΤΟΥ ΑΛΑΓΟΝΙΑ,2017-09-09 22:45:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2017-09-04 23:02:00,30.0
17475,ΦΛΟΜΟΧΩΡΙ,2017-09-05 22:30:00,ΓΥΘΕΙΟΥ,Δ. ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,2017-09-04 22:24:00,20.0
17476,ΖΟΥΔΑ,2017-09-05 09:00:00,ΓΥΘΕΙΟΥ,Δ. ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,2017-09-04 22:33:00,2.0
17477,ΑΓ.ΓΕΩΡΓΙΟΣ,,,Δ. ΚΟΡΙΝΘΙΩΝ,2017-09-04 14:25:00,0.2
17478,ΑΓ.ΔΗΜΗΤΡΙΟΣ,,,Δ. ΚΟΡΙΝΘΙΩΝ,2017-09-04 16:35:00,5.0
17479,ΛΕΙΒΑΔΙΩΤΗΣ,2017-09-04 05:40:00,ΗΡΑΚΛΕΙΟΥ,Δ. ΦΑΙΣΤΟΥ,2017-09-04 04:55:00,0.5
17480,ΧΟΥΣΤΟΥΛΙΑΝΑ,2017-09-04 12:30:00,ΗΡΑΚΛΕΙΟΥ,Δ. ΓΟΡΤΥΝΑΣ,2017-09-04 11:49:00,0.01
17481,ΑΓΙΑ ΑΝΝΑ ΤΡΙΑ ΜΟΝΑΣΤΗΡΙΑ,2017-09-04 14:10:00,ΡΕΘΥΜΝΗΣ,Δ. ΡΕΘΥΜΝΗΣ,2017-09-04 12:14:00,0.3
17482,ΧΑΛΙΚΟΥΝΑΣ,2017-09-04 22:00:00,,Δ. ΚΕΡΚΥΡΑΣ,2017-09-04 11:55:00,3.0
17483,ΠΑΛΑΙΟ ΦΡΟΥΡΙΟ,2017-09-04 21:10:00,,Δ. ΚΕΡΚΥΡΑΣ,2017-09-04 20:35:00,1.0
17484,ΒΟΛΙΜΕΣ - ΚΟΡΙΘΙ,,,Δ. ΖΑΚΥΝΘΟΥ,2017-09-04 22:30:00,20.0
17485,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΜΕΛΕΤΗΣ,2017-09-05 13:00:00,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,Δ. ΚΟΜΟΤΗΝΗΣ,2017-09-05 11:50:00,3.0
17486,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΙΜΕΡΟΥ,2017-09-05 18:50:00,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,Δ. ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,2017-09-05 17:15:00,7.0
17487,Δ.Δ. ΧΑΛΚΕΡΟΥ ΚΑΒΑΛΑΣ,2017-09-05 12:30:00,ΚΑΒΑΛΑΣ,Δ. ΚΑΒΑΛΑΣ,2017-09-05 11:30:00,0.05
17488,ΑΓΡ.ΠΕΡΙΟΧΗ ΜΑΓΓΑΝΩΝ,2017-09-05 23:45:00,ΞΑΝΘΗΣ,Δ. ΤΟΠΕΙΡΟΥ,2017-09-05 17:14:00,40.0
17489,ΔΑΣΙΚΗ ΠΕΡΙΟΧΗ ΚΑΒΗΣΟΥ,2017-09-07 12:20:00,ΑΛΕΞ;ΑΝΔΡΟΥΠΟΛΗΣ,,2017-09-05 20:50:00,40.0
17490,ΔΑΣΙΚΗ ΠΕΡΙΟΧΗ ΠΥΛΑΙΑΣ,2017-09-13 19:00:00,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,,2017-09-05 21:40:00,600.0
17491,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΑΝΑΔΑ,2017-09-05 12:30:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2017-09-05 12:05:00,1.0
17492,ΑΓΡΟΤ. ΠΕΡΙΟΧΗ ΚΥΑΝΗΣ,,,Δ. ΔΙΔΥΜΟΤΕΙΧΟΥ,2017-09-05 11:39:00,1.0
17493,ΑΓΡΟΤ. ΠΕΡΙΟΧΗ ΔΙΔΥΜΟΤΕΙΧΟΥ,,,Δ. ΔΙΔΥΜΟΤΕΙΧΟΥ,2017-09-05 19:19:00,0.03
17494,ΔΑΣΙΚΗ ΟΔΟΣ ΟΣΣΑΣ - ΚΡΥΟΝΕΡΙΟΥ,2017-09-05 20:50:00,ΛΑΓΚΑΔΑ,Δ. ΛΑΓΚΑΔΑ,2017-09-05 10:10:00,5.0
17495,ΑΓΡ. ΠΕΡ. ΧΕΙΜΑΡΡΟΥ,,,Δ. ΗΡΑΚΛΕΙΑΣ,2017-09-05 11:50:00,1.0
17496,ΔΡΑΒΗΣΚΟΣ,,ΣΕΡΡΩΝ,Δ. ΝΕΑΣ ΖΙΧΝΗΣ,2017-09-05 15:30:00,0.2
17497,ΤΚ ΦΙΛΩΤΕΙΑΣ,2017-09-05 20:15:00,ΑΡΙΔΑΙΑΣ,Δ. ΑΛΜΩΠΙΑΣ,2017-09-05 16:00:00,10.0
17498,ΚΕΡΑΜΙΔΑ,2017-09-05 13:45:00,ΠΙΕΡΙΑΣ,Δ. ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,2017-09-05 12:15:00,8.0
17499,ΡΑΓΙΟ,2017-09-06 20:45:00,ΘΕΣΠΡΩΤΙΑΣ,Δ. ΦΙΛΙΑΤΩΝ,2017-09-05 17:34:00,50.0
17500,Τ.Κ. ΠΛΑΙΣΙΟΥ,2017-09-06 18:50:00,ΘΕΣΠΡΩΤΙΑΣ,Δ. ΦΙΛΙΑΤΩΝ,2017-09-05 17:05:00,200.0
17501,Τ.Κ. ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ ΘΕΣΗ ΒΡΑΚΑΤΙΚΑ,2017-09-05 18:10:00,ΘΕΣΠΡΩΤΙΑΣ,Δ. ΦΙΛΙΑΤΩΝ,2017-09-05 17:50:00,0.2
17502,ΝΕΑ ΣΙΝΩΠΗ,2017-09-06 23:10:00,,Δ. ΠΡΕΒΕΖΑΣ,2017-09-05 18:20:00,5.5
17503,Τ.Κ. ΑΓΙΑΣ,2017-09-06 12:05:00,ΠΡΕΒΕΖΑΣ,Δ. ΠΑΡΓΑΣ,2017-09-05 19:13:00,2.0
17504,Δ.Δ ΠΟΛΥΔΑΜΕΙΟ,2017-09-05 22:00:00,ΛΑΡΙΣΑΣ,Δ. ΦΑΡΣΑΛΩΝ,2017-09-05 14:05:00,55.0
17505,Δ.Δ ΒΑΣΙΛΙΚΑ,2017-09-05 22:00:00,ΛΑΡΙΣΑΣ,Δ. ΦΑΡΣΑΛΩΝ,2017-09-05 14:05:00,250.0
17506,Δ.Δ ΝΙΚΑΙΑ,2017-09-05 12:50:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2017-09-05 12:00:00,3.0
17507,Δ.Δ ΨΥΧΙΚΟ,2017-09-05 18:00:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2017-09-05 13:10:00,70.0
17508,Δ.Δ ΔΟΞΑΡΑ,2017-09-05 16:00:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2017-09-05 15:30:00,20.0
17509,Δ.Δ ΨΥΧΙΚΟ,2017-09-05 16:30:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2017-09-05 16:00:00,70.0
17510,Δ.Δ ΜΕΛΙΑΣ,2017-09-05 20:50:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2017-09-05 19:30:00,20.0
17511,ΤΚ ΠΕΥΚΗΣ,2017-09-05 20:14:00,ΚΑΛΑΜΠΑΚΑΣ,Δ. ΚΑΛΑΜΠΑΚΑΣ,2017-09-05 19:17:00,1.0
17512,Τ.Κ.ΓΕΦΥΡΙΩΝ,2017-09-05 13:50:00,ΚΑΡΔΙΤΣΑΣ,Δ. ΣΟΦΑΔΩΝ,2017-09-05 13:10:00,30.0
17513,Τ.Κ. ΔΡΑΚΟΤΡΥΠΑΣ- ΘΕΣΗ ΤΡΥΓΩΝΑ,2017-09-05 20:15:00,ΜΟΥΖΑΚΙΟΥ,Δ. ΜΟΥΖΑΚΙΟΥ,2017-09-05 19:50:00,0.1
17514,Τ.Κ. ΒΑΤΣΟΥΝΙΑΣ,2017-09-05 23:00:00,ΜΟΥΖΑΚΙΟΥ,Δ. ΜΟΥΖΑΚΙΟΥ,2017-09-05 20:42:00,0.1
17515,ΠΕΡΙΦΕΡΕΙΑ ΠΕΔΙΝΟΥ,2017-09-05 18:50:00,ΚΑΡΔΙΤΣΑΣ,Δ. ΠΑΛΑΜΑ,2017-09-05 18:14:00,2.0
17516,ΤΡΑΓΑΝΙ,,,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,2017-09-05 12:20:00,0.5
17517,ΣΕΛΙΑΝΙΤΙΚΑ,2017-09-05 07:15:00,ΑΙΓΙΟΥ,Δ. ΑΙΓΙΑΛΕΙΑΣ,2017-09-05 05:48:00,1.0
17518,Μικ.Ποντιας-Καρουσι,2017-09-08 13:00:00,Καλαβρυτων,Δ. ΚΑΛΑΒΡΥΤΩΝ,2017-09-05 13:15:00,90.0
17519,ΚΑΜΠΟΣ ΠΑΝΑΙΤΩΛΙΟΥ,2017-09-05 16:20:00,ΑΓΡΙΝΙΟΥ,Δ. ΑΓΡΙΝΙΟΥ,2017-09-05 14:55:00,2.0
17520,ΔΟΚΙΜΙ,2017-09-05 16:55:00,ΑΓΡΙΝΙΟΥ,Δ. ΑΓΡΙΝΙΟΥ,2017-09-05 14:55:00,0.5
17521,ΠΡΑΣΙΝΟ,2017-09-05 13:35:00,ΠΥΡΓΟΥ,Δ. ΠΥΡΓΟΥ,2017-09-05 12:30:00,0.01
17522,ΚΑΡΔΑΜΑΣ,2017-09-05 18:40:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΗΛΙΔΑΣ,2017-09-05 18:00:00,0.5
17523,ΚΑΒΑΣΙΛΑ,2017-09-05 13:00:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΠΗΝΕΙΟΥ,2017-09-05 12:30:00,1.0
17524,ΝΕΑ ΜΑΝΩΛΑΔΑ,2017-09-05 16:05:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,2017-09-05 15:40:00,2.0
17525,ΝΕΑ ΜΑΝΩΛΑΔΑ,2017-09-05 18:55:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,2017-09-05 16:05:00,2.0
17526,ΣΤΡΟΥΣΙ,2017-09-05 19:00:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,2017-09-05 18:18:00,1.0
17527,Τ.Κ. ΚΩΜΗ,2017-09-06 19:10:00,ΤΡΙΠΟΛΗΣ,Δ. ΤΡΙΠΟΛΗΣ,2017-09-05 18:55:00,5.0
17528,ΝΕΑ ΕΙΣΟΔΟΣ,2017-09-05 13:30:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2017-09-05 12:29:00,0.5
17529,Β.Α. ΑΕΡΟΔΡΟΜΙΟΥ,2017-09-05 18:00:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2017-09-05 17:20:00,0.1
17530,Τ.Κ. ΑΓ. ΦΛΩΡΟΥ,2017-09-05 14:00:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2017-09-05 13:00:00,0.2
17531,ΚΑΛΛΙΘΕΑ,2017-09-06 00:55:00,ΞΥΛΟΚΑΣΤΡΟΥ,Δ. ΞΥΛΟΚΑΣΤΡΟΥ-ΕΥΡΩΣΤΙΝΗΣ,2017-09-05 21:20:00,0.5
17532,ΑΓΙΟΣ ΘΕΟΔΟΤΗΣ ΙΟΥ,2017-09-05 10:15:00,ΝΑΞΟΥ,Δ. ΙΗΤΩΝ,2017-09-05 06:45:00,10.0
17533,ΠΑΣΑΟΥΤΙΑ ΚΑΛΥΘΙΕΣ,2017-09-06 07:30:00,,Δ. ΡΟΔΟΥ,2017-09-05 13:00:00,1.0
17534,ΚΟΝΤΙΑΣ - ΛΗΜΝΟΥ,2017-09-05 19:50:00,ΛΕΣΒΟΥ,Δ. ΛΗΜΝΟΥ,2017-09-05 19:20:00,0.01
17535,ΠΛΑΤΩΝΑΣ,2017-09-06 08:00:00,,Δ. ΚΕΡΚΥΡΑΣ,2017-09-05 22:25:00,10.0
17536,ΛΟΥΡΔΑΤΑ,2017-09-08 00:46:00,,Δ. ΚΕΦΑΛΛΟΝΙΑΣ,2017-09-05 02:15:00,40.0
17537,ΚΑΛΙΓΑΤΑ,2017-09-07 09:28:00,,Δ. ΚΕΦΑΛΛΟΝΙΑΣ,2017-09-05 12:22:00,1.0
17538,ΜΙΤΑΚΑ,2017-09-07 09:29:00,,Δ. ΚΕΦΑΛΛΟΝΙΑΣ,2017-09-05 15:47:00,0.5
17539,ΣΙΜΩΤΑΤΑ,2017-09-08 00:29:00,,Δ. ΚΕΦΑΛΛΟΝΙΑΣ,2017-09-05 20:02:00,2.0
17540,ΒΟΛΙΜΕΣ - ΜΕΓΑΛΩΝΙ,,,Δ. ΖΑΚΥΝΘΟΥ,2017-09-05 00:15:00,0.2
17541,ΠΑΓΟΥΡΙΑ,2017-09-06 18:35:00,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,Δ. ΚΟΜΟΤΗΝΗΣ,2017-09-06 17:40:00,3.0
17542,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΕΡΑΤΕΙΝΟΥ,2017-09-06 17:25:00,,Δ. ΝΕΣΤΟΥ,2017-09-06 16:25:00,0.25
17543,ΠΑΡΑΛΙΑ ΜΑΓΓΑΝΩΝ,2017-09-06 14:50:00,ΞΑΝΘΗΣ,Δ. ΤΟΠΕΙΡΟΥ,2017-09-06 12:39:00,1.0
17544,ΕΡΑΣΜΙΟ,2017-09-06 17:30:00,ΞΑΝΘΗΣ,Δ. ΤΟΠΕΙΡΟΥ,2017-09-06 14:39:00,2.5
17545,ΣΥΔΙΝΗ,2017-09-06 17:15:00,ΞΑΝΘΗΣ,Δ. ΑΒΔΗΡΩΝ,2017-09-06 16:19:00,0.4
17546,ΔΑΣΟΧΩΡΙ,2017-09-06 22:35:00,ΞΑΝΘΗΣ,Δ. ΤΟΠΕΙΡΟΥ,2017-09-06 20:29:00,5.0
17547,Ε.Ο. ΑΡΔΑΝΙΟΥ-ΦΕΡΩΝ,2017-09-06 01:30:00,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,,2017-09-06 01:15:00,0.01
17548,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΑΒΗΣΟΥ,2017-09-06 02:15:00,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,,2017-09-06 01:30:00,22.0
17549,ΦΡΑΓΜΑ ΚΑΒΗΣΟΥ,2017-09-06 03:30:00,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,,2017-09-06 02:20:00,6.0
17550,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΥΠΡΙΝΟΥ,2017-09-06 19:45:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2017-09-06 13:45:00,45.0
17551,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΥΠΡΙΝΟΥ,2017-09-06 14:45:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2017-09-06 13:54:00,1.0
17552,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΜΟΡΙΟΥ,,,Δ. ΔΙΔΥΜΟΤΕΙΧΟΥ,2017-09-06 20:00:00,0.01
17553,ΑΓΡ. ΠΕΡ. ΚΑΠΝΟΦΥΤΟΥ,2017-09-07 08:30:00,ΣΙΔΗΡΟΚΑΣΤΡΟΥ,Δ. ΣΙΝΤΙΚΗΣ,2017-09-06 17:00:00,5.0
17554,ΝΕΑ ΣΚΙΩΝΗ,,,Δ. ΚΑΣΣΑΝΔΡΑΣ,2017-09-06 11:07:00,0.5
17555,ΑΓΡ. ΠΕΡΙΟΧΗ ΠΟΛΥΚΑΣΤΡΟΥ-ΛΙΜΝΟΤΟΠΟΥ,2017-09-06 21:30:00,ΚΙΛΚΙΣ,Δ. ΠΑΙΟΝΙΑΣ,2017-09-06 14:05:00,33.0
17556,"""ΔΑΣ. ΠΕΡ. ΑΞΙΟΥΠΟΛΗΣ """"ΚΩΣΤΑΙΝΑ""""""",2017-09-08 09:30:00,ΓΟΥΜΕΝΙΣΣΑΣ,Δ. ΠΑΙΟΝΙΑΣ,2017-09-06 14:10:00,200.0
17557,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΑΛΑΙΦΥΤΟΥ,2017-09-06 16:30:00,ΕΔΕΣΣΑΣ,Δ. ΠΕΛΛΑΣ,2017-09-06 15:30:00,0.2
17558,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΡΥΑΣ ΒΡΥΣΗΣ,2017-09-06 19:30:00,ΕΔΕΣΣΑΣ,Δ. ΠΕΛΛΑΣ,2017-09-06 18:50:00,0.1
17559,Τ.Κ. ΘΕΟΔΩΡΑΚΙΟΥ,2017-09-07 20:30:00,ΑΡΙΔΑΙΑΣ,Δ. ΑΛΜΩΠΙΑΣ,2017-09-06 12:30:00,100.0
17560,ΤΚ.ΠΕΤΡΩΝ,2017-09-06 16:00:00,ΦΛΩΡΙΝΑΣ,Δ. ΕΟΡΔΑΙΑΣ,2017-09-06 14:15:00,3.1
17561,Τ.Κ. ΔΡΟΣΟΧΩΡΙ,2017-09-06 18:40:00,ΙΩΑΝΝΙΝΩΝ,Δ. ΙΩΑΝΝΙΤΩΝ,2017-09-06 18:15:00,0.5
17562,Τ.Κ ΦΛΑΜΠΟΥΡΑΡΙ,2017-09-08 20:00:00,ΜΕΤΣΟΒΟΥ,Δ. ΖΑΓΟΡΙΟΥ,2017-09-06 12:00:00,6.0
17563,Τ.Κ. ΚΥΠΑΡΙΣΣΟΥ,2017-09-06 18:50:00,ΘΕΣΠΡΩΤΙΑΣ,Δ. ΦΙΛΙΑΤΩΝ,2017-09-06 18:00:00,0.1
17564,ΚΑΤΩ ΑΕΤΟΣ,2017-09-06 20:50:00,ΘΕΣΠΡΩΤΙΑΣ,Δ. ΦΙΛΙΑΤΩΝ,2017-09-06 18:20:00,10.0
17565,Τ.Κ ΓΟΡΓΟΜΗΛΟΥ,,,Δ. ΖΗΡΟΥ,2017-09-06 12:32:00,0.2
17566,Τ.Κ ΑΝΩΓΕΙΟΥ,,,Δ. ΖΗΡΟΥ,2017-09-06 17:20:00,200.0
