,address,end_time,forestry,municipality,start_time,area
17567,Τ.Κ. ΚΟΡΩΝΗΣ,2017-09-08 07:30:00,ΠΡΕΒΕΖΑΣ,Δ. ΠΑΡΓΑΣ,2017-09-06 15:37:00,20.0
17568,Τ.Κ. ΝΑΡΚΙΣΣΟΥ,2017-09-06 17:30:00,ΠΡΕΒΕΖΑΣ,Δ. ΠΑΡΓΑΣ,2017-09-06 16:50:00,0.1
17569,ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΑΓΙΑΣ,2017-09-06 22:00:00,ΑΓΙΑΣ,Δ. ΑΓΙΑΣ,2017-09-06 01:15:00,0.5
17570,Τ.Κ ΚΡΗΝΗΣ,2017-09-06 16:15:00,ΛΑΡΙΣΑΣ,Δ. ΦΑΡΣΑΛΩΝ,2017-09-06 14:55:00,35.0
17571,Τ.Κ ΑΓ. ΚΩΝ/ΝΟΥ,2017-09-06 21:10:00,ΛΑΡΙΣΑΣ,Δ. ΦΑΡΣΑΛΩΝ,2017-09-06 20:30:00,10.0
17572,Τ.Κ ΚΡΗΝΗΣ,2017-09-06 21:40:00,ΛΑΡΙΣΑΣ,Δ. ΦΑΡΣΑΛΩΝ,2017-09-06 20:40:00,50.0
17573,Τ/Κ ΛΥΚΟΥΔΙΟΥ,2017-09-06 21:15:00,ΕΛΑΣΣΟΝΑΣ,Δ. ΕΛΑΣΣΟΝΑΣ,2017-09-06 20:00:00,0.02
17574,ΤΚ ΒΑΣΙΛΙΚΗΣ,2017-09-06 15:00:00,ΚΑΛΑΜΠΑΚΑΣ,Δ. ΚΑΛΑΜΠΑΚΑΣ,2017-09-06 11:34:00,6.0
17575,Τ.Κ. ΓΡΑΜΜΑΤΙΚΟΥ,2017-09-06 20:35:00,ΚΑΡΔΙΤΣΑΣ,Δ. ΣΟΦΑΔΩΝ,2017-09-06 19:53:00,3.5
17576,ΜΑΓΟΥΛΑ ΦΥΛΛΟΥ,2017-09-06 18:50:00,ΚΑΡΔΙΤΣΑΣ,Δ. ΠΑΛΑΜΑ,2017-09-06 17:21:00,20.0
17577,ΓΛΑΥΚΟΣ,2017-09-06 14:35:00,,Δ. ΠΑΤΡΕΩΝ,2017-09-06 13:52:00,0.03
17578,Τ.Κ. ΚΑΤΩ ΒΑΣΙΛΙΚΗΣ,,ΝΑΥΠΑΚΤΟΥ,Δ. ΝΑΥΠΑΚΤΙΑΣ,2017-09-06 13:00:00,1.5
17579,ΑΓ. ΙΩΑΝΝΗΣ,2017-09-06 14:50:00,ΠΥΡΓΟΥ,Δ. ΠΥΡΓΟΥ,2017-09-06 14:08:00,0.5
17580,ΓΥΦΤΟΠΑΝΑΙΝΑ,2017-09-06 18:05:00,ΠΥΡΓΟΥ,Δ. ΠΥΡΓΟΥ,2017-09-06 15:51:00,1.0
17581,ΠΑΛΟΥΚΙ,2017-09-06 12:00:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΗΛΙΔΑΣ,2017-09-06 10:16:00,7.0
17582,ΑΡΦΑΡΑ,2017-09-06 18:00:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2017-09-06 17:04:00,0.22
17583,ΜΕΤΑΜΟΡΦΩΣΗ,2017-09-07 03:00:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,2017-09-06 23:27:00,0.2
17584,Ε.Ο. ΛΙΑΝΤΙΝΑ ΒΑΣΙΛΙΚΗΣ,2017-09-06 12:50:00,ΣΠΑΡΤΗΣ,Δ. ΣΠΑΡΤΗΣ,2017-09-06 12:30:00,0.2
17585,ΚΑΛΛΙΔΡΟΜΟ,2017-09-08 19:55:00,ΛΑΜΙΑΣ,Δ. ΜΩΛΟΥ,2017-09-06 19:28:00,1.5
17586,ΕΜΠΩΝΑ ΡΟΔΟΥ,2017-09-08 11:15:00,,Δ. ΡΟΔΟΥ,2017-09-06 10:15:00,10.0
17587,ΠΑΛΙΑΜΠΕΛΑ,2017-09-07 12:15:00,ΑΜΦΙΛΟΧΙΑΣ,Δ. ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,2017-09-06 17:19:00,6.0
17588,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΡΥΑΣ ΒΡΥΣΗΣ,2018-03-29 15:07:00,ΕΔΕΣΣΑΣ,Δ. ΠΕΛΛΑΣ,2018-03-29 14:30:00,0.1
17589,2ο ΧΛΜ ΠΕΡΙΦΕΡΕΙΑΚΟΥ ΚΑΡΔΙΤΣΑΣ,2018-03-29 15:15:00,,Δ. ΚΑΡΔΙΤΣΑΣ,2018-03-29 14:50:00,0.5
17590,ΓΙΑΝΝΙΤΣΑΝΙΚΑ,2018-03-29 12:20:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2018-03-29 11:27:00,0.1
17591,ΛΥΚΟΤΡΑΦΟΣ,2018-03-29 17:47:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΜΕΣΣΗΝΗΣ,2018-03-29 14:40:00,0.5
17592,Τ.Κ. ΚΕΝΤΡΙΚΟ,2018-03-29 14:20:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΟΙΧΑΛΙΑΣ,2018-03-29 13:20:00,0.5
17593,Τ.Κ. ΑΓΙΑΣ ΕΙΡΗΝΗΣ(ΒΑΡΣΟΒΑ),,ΣΠΑΡΤΗΣ,Δ. ΣΠΑΡΤΗΣ,2018-03-29 18:54:00,3.0
17594,ΚΛΗΜΕΝΤΙ,2018-03-31 07:20:00,ΚΟΡΙΝΘΟΥ,Δ. ΣΙΚΥΩΝΙΩΝ,2018-03-29 12:50:00,7.0
17595,ΘΕΡΜΟΠΥΛΕΣ,2018-03-29 16:55:00,ΛΑΜΙΑΣ,Δ. ΛΑΜΙΕΩΝ,2018-03-29 13:00:00,8.0
17596,ΚΡΗΤΗΡΙΑ,2018-03-29 20:30:00,ΛΑΜΙΑΣ,Δ. ΔΟΜΟΚΟΥ,2018-03-29 20:05:00,1.0
17597,ΔΥΟ ΔΕΝΤΡΑ Τ.Κ. ΚΕΧΡΙΩΝ,2018-03-29 19:45:00,ΛΙΜΝΗΣ,Δ. ΜΑΝΤΟΥΔΙΟΥ - ΛΙΜΝΗΣ - ΑΓΙΑΣ ΑΝΝΑΣ,2018-03-29 14:50:00,1.5
17598,ΒΟΝΙΤΣΑ,2018-03-29 19:50:00,ΑΜΦΙΛΟΧΙΑΣ,Δ. ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,2018-03-29 18:25:00,0.1
17599,ΓΕΦΥΡΑ ΚΟΥΒΑΡΑ - ΣΑΡΩΝΙΚΟΥ,2018-03-30 16:24:00,ΛΑΥΡΙΟΥ,Δ. ΣΑΡΩΝΙΚΟΥ,2018-03-30 15:22:00,0.5
17600,ΑΝΑΤΟΛΙΚΟ,2018-03-30 18:30:00,ΘΕΣΣΑΛΟΝΙΚΗΣ,Δ. ΔΕΛΤΑ,2018-03-30 17:19:00,2.0
17601,ΠΕΡΙΑΣΤΙΚΟ ΔΑΣΟΣ Ν. ΠΕΤΡΙΤΣΙΟΥ,,ΣΙΔΗΡΟΚΑΣΤΡΟΥ,Δ. ΣΙΝΤΙΚΗΣ,2018-03-30 15:09:00,0.5
17602,ΑΓΡ ΠΕΡΙΟΧΗ Τ.Κ.ΑΥΛΩΝ,2018-03-30 18:10:00,ΚΟΖΑΝΗΣ,Δ. ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,2018-03-30 16:25:00,1.5
17603,"""ΜΕΓ. ΣΕΙΡΗΝΙ """"ΛΕΙΨΟΚΟΥΚΙ""""""",2018-03-30 20:06:00,ΓΡΕΒΕΝΩΝ,Δ. ΓΡΕΒΕΝΩΝ,2018-03-30 19:00:00,2.0
17604,ΑΝΩ ΠΟΡΟΒΙΤΣΑ,2018-03-30 19:00:00,ΑΙΓΙΟΥ,Δ. ΑΙΓΙΑΛΕΙΑΣ,2018-03-30 14:10:00,1.0
17605,ΑΓ.ΑΘΑΝΑΣΙΟΣ ΑΘΙΚΙΩΝ,,,Δ. ΚΟΡΙΝΘΙΩΝ,2018-03-30 20:11:00,1.0
17606,ΘΕΣΗ ΜΟΥΣΕΝΑ - ΠΥΡΓΟΣ,2018-03-30 14:45:00,ΞΥΛΟΚΑΣΤΡΟΥ,Δ. ΞΥΛΟΚΑΣΤΡΟΥ-ΕΥΡΩΣΤΙΝΗΣ,2018-03-30 11:45:00,0.3
17607,ΚΟΥΡΟΥΝΙ,2018-03-30 17:30:00,ΑΛΙΒΕΡΙΟΥ,Δ. ΚΥΜΗΣ - ΑΛΙΒΕΡΙΟΥ,2018-03-30 15:40:00,0.2
17608,ΒΑΣΙΛΙΚΟ,2018-03-30 21:15:00,ΗΡΑΚΛΕΙΟΥ,Δ. ΜΑΛΕΒΙΖΙΟΥ,2018-03-30 09:00:00,10.0
17609,ΚΑΡΟΥΣΑΔΕΣ,2018-03-30 17:45:00,,Δ. ΚΕΡΚΥΡΑΣ,2018-03-30 16:50:00,0.1
17610,ΜΑΤΖΑΒΙΝΑΤΑ,2018-03-30 15:30:00,,Δ. ΚΕΦΑΛΛΟΝΙΑΣ,2018-03-30 15:10:00,0.1
17611,Δ.Δ. ΚΟΜΝΗΝΑΔΩΝ,2018-03-31 20:15:00,,Δ. ΝΕΣΤΟΡΙΟΥ,2018-03-31 15:49:00,30.0
17612,Τ.Κ. ΝΕΑΣ ΣΕΛΕΥΚΕΙΑΣ,,,Δ. ΗΓΟΥΜΕΝΙΤΣΑΣ,2018-03-31 16:13:00,1.0
17613,Τ.Κ. ΚΕΣΤΡΙΝΗΣ,,,Δ. ΦΙΛΙΑΤΩΝ,2018-03-31 20:06:00,0.3
17614,Τ.Κ.ΓΑΒΡΙΑΣ,,ΑΡΤΑΣ,Δ. ΑΡΤΑΙΩΝ,2018-03-31 15:30:00,0.3
17615,ΚΟΜΒΟΣ ΜΙΚΡΟΘΗΒΩΝ,2018-03-31 12:40:00,ΑΛΜΥΡΟΥ,Δ. ΑΛΜΥΡΟΥ,2018-03-31 10:40:00,0.05
17616,ΒΙΛΙΒΙΝΙΩΤΙΚΑ,2018-03-31 09:45:00,ΑΙΓΙΟΥ,Δ. ΑΙΓΙΑΛΕΙΑΣ,2018-03-31 09:15:00,0.05
17617,ΒΑΤΟΚΑΜΠΟΣ,2018-03-31 15:05:00,ΑΓΡΙΝΙΟΥ,Δ. ΑΓΡΙΝΙΟΥ,2018-03-31 13:40:00,0.1
17618,ΤΚ ΓΙΑΝΝΙΤΣΟΧΩΡΙΟΥ,2018-03-31 19:15:00,ΟΛΥΜΠΙΑΣ,Δ. ΖΑΧΑΡΩΣ,2018-03-31 18:18:00,0.5
17619,ΑΛΕΤΡΕΙΚΑ,2018-03-31 20:25:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,2018-03-31 17:30:00,2.0
17620,ΠΛΑΓΙΕΣ -ΚΑΝΙΑ,2018-03-31 22:05:00,ΚΥΠΑΡΙΣΣΙΑΣ,Δ. ΤΡΙΦΥΛΛΙΑΣ,2018-03-31 20:20:00,4.0
17621,ΖΕΡΒΟΥ ΒΑΘΕΟΣ ΣΑΜΟΥ,2018-03-31 17:27:00,,Δ. ΣΑΜΟΥ,2018-03-31 15:40:00,0.1
17622,ΓΕΡΓΕΡΗ,2018-03-31 23:45:00,ΗΡΑΚΛΕΙΟ,Δ. ΓΟΡΤΥΝΑΣ,2018-03-31 22:25:00,0.01
17623,ΑΡΜΕΝΟΙ,,,Δ. ΡΕΘΥΜΝΗΣ,2018-03-31 11:50:00,0.5
17624,ΤΣΕΣΜΕΣ,,,Δ. ΡΕΘΥΜΝΗΣ,2018-03-31 21:20:00,0.1
17625,ΛΑΧΑΝΑΣ,,,Δ. ΜΥΛΟΠΟΤΑΜΟΥ,2018-03-31 20:20:00,0.1
17626,ΚΑΠΑΣΤΟΣ ΧΑΝΔΡΑ,,Ν. ΛΑΣΙΘΙΟΥ,Δ. ΣΗΤΕΙΑΣ,2018-03-31 13:05:00,1.0
17627,ΚΟΥΣΠΑΔΕΣ,2018-03-31 15:10:00,,Δ. ΚΕΡΚΥΡΑΣ,2018-03-31 14:20:00,1.0
17628,ΒΑΡΚΟ,2018-03-31 21:35:00,ΑΜΦΙΛΟΧΙΑΣ,Δ. ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,2018-03-31 17:39:00,5.0
17629,ΝΕΑ ΚΑΡΒΑΛΗ,2018-04-01 22:30:00,ΚΑΒΑΛΑΣ,Δ. ΚΑΒΑΛΑΣ,2018-04-01 21:50:00,0.05
17630,ΑΓΡ.ΠΕΡ. ΑΒΔΗΡΩΝ,2018-04-01 16:35:00,ΞΑΝΘΗΣ,Δ. ΑΒΔΗΡΩΝ,2018-04-01 15:59:00,0.1
17631,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΜΜΟΥ,2018-04-01 18:30:00,ΒΕΡΟΙΑΣ,Δ. ΒΕΡΟΙΑΣ,2018-04-01 17:44:00,0.5
17632,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΕΠΙΣΚΟΠΗΣ,2018-04-01 18:15:00,ΒΕΡΟΙΑΣ,Δ. ΑΛΕΞΑΝΔΡΕΙΑΣ,2018-04-01 16:59:00,5.0
17633,"""ΔΕΣΚΑΤΗ """"ΓΕΦΥΡΟΥΛΙΑ""""""",2018-04-01 20:20:00,ΓΡΕΒΕΝΩΝ,Δ. ΓΡΕΒΕΝΩΝ,2018-04-01 19:09:00,0.1
17634,ΝΙΚΑΙΑ,2018-04-01 19:30:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2018-04-01 18:50:00,0.5
17635,ΒΡΥΣΗ,2018-04-01 21:00:00,ΛΑΡΙΣΑΣ,Δ. ΤΥΡΝΑΒΟΥ,2018-04-01 19:00:00,2.5
17636,Α.Π ΑΡΓΥΡΟΠΟΥΛΙΟΥ-ΜΕΛΟΥΝΑ,2018-04-01 15:35:00,ΛΑΡΙΣΑΣ,Δ. ΤΥΡΝΑΒΟΥ,2018-04-01 11:35:00,5.0
17637,ΣΤΟΜΙΟ,2018-04-01 14:00:00,ΛΑΡΙΣΑΣ,Δ. ΑΓΙΑΣ,2018-04-01 11:30:00,2.0
17638,ΑΡΙΟΠΡΙΝΟ ΚΑΡΙΤΣΑ-ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ,2018-04-01 17:00:00,ΛΑΡΙΣΑΣ,Δ. ΑΓΙΑΣ,2018-04-01 14:00:00,1.0
17639,ΑΛΕΞΑΝΔΡΙΝΗ -ΣΤΟΜΙΟ,2018-04-02 01:00:00,ΛΑΡΙΣΑΣ,Δ. ΑΓΙΑΣ,2018-04-01 22:00:00,2.0
17640,Τ/Κ ΣΥΚΕΑΣ,2018-04-01 14:30:00,ΕΛΑΣΣΟΝΑΣ,Δ. ΕΛΑΣΣΟΝΑΣ,2018-04-01 13:30:00,0.5
17641,Τ.Κ. ΚΑΛΙΦΩΝΙΟΥ,2018-04-01 19:20:00,,Δ. ΚΑΡΔΙΤΣΑΣ,2018-04-01 18:20:00,2.0
17642,Τ.Κ. ΡΙΖΟΒΟΥΝΙΟΥ,2018-04-01 20:00:00,,Δ. ΚΑΡΔΙΤΣΑΣ,2018-04-01 19:19:00,0.2
17643,Τ.Κ. ΜΑΥΡΟΜΜΑΤΙΟΥ- ΑΓ. ΓΕΩΡΓΙΟΥ,2018-04-01 07:50:00,ΜΟΥΖΑΚΙΟΥ,Δ. ΜΟΥΖΑΚΙΟΥ,2018-04-01 03:45:00,2.0
17644,ΘΕΡΙΑΝΟ,2018-04-01 13:30:00,ΠΑΤΡΩΝ,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,2018-04-01 13:05:00,0.2
17645,ΖΑΧΛΩΡΙΤΙΚΑ,2018-04-01 13:35:00,ΑΙΓΙΟΥ,Δ. ΑΙΓΙΑΛΕΙΑΣ,2018-04-01 12:48:00,0.1
17646,ΚΟΥΜΑΡΟΛΑΓΚΑΔΟ,2018-04-01 16:20:00,ΑΙΓΙΟΥ,Δ. ΑΙΓΙΑΛΕΙΑΣ,2018-04-01 13:45:00,0.3
17647,ΚΑΙΝΟΥΡΓΙΟ-ΧΑΡΑΥΓΗ,2018-04-01 04:50:00,ΑΓΡΙΝΙΟΥ,Δ. ΑΓΡΙΝΙΟΥ,2018-04-01 03:55:00,0.05
17648,"Δ. ΔΩΡΙΔΑΣ, Τ.Κ. ΧΙΛΙΑΔΟΥ",2018-04-01 10:35:00,ΛΙΔΩΡΙΚΙΟΥ,,2018-04-01 10:15:00,0.4
17649,ΑΛΦΕΙΟΥ,,ΠΥΡΓΟΥ,Δ. ΠΥΡΓΟΥ,2018-04-01 13:57:00,0.05
17650,ΑΡΗΝΗ,2018-04-01 12:40:00,ΟΛΥΜΠΙΑΣ,Δ. ΖΑΧΑΡΩΣ,2018-04-01 09:58:00,0.15
17651,ΧΑΒΑΡΙ,2018-04-01 13:30:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΗΛΙΔΑΣ,2018-04-01 12:14:00,2.0
17652,ΝΕΟΧΩΡΙ,2018-04-01 17:53:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,2018-04-01 17:00:00,1.0
17653,ΑΜΜΟΣ,2018-04-01 18:50:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2018-04-01 17:52:00,0.5
17654,ΚΑΡΤΕΡΟΛΙ-ΤΡΙΟΔΟΣ,2018-04-01 22:05:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΜΕΣΣΗΝΗΣ,2018-04-01 21:20:00,0.5
17655,ΣΧΟΙΝΟΣ,2018-04-01 16:00:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,2018-04-01 15:23:00,0.5
17656,ΔΑΦΝΗ ΝΕΜΕΑΣ,,,Δ. ΝΕΜΕΑΣ,2018-04-01 18:09:00,1.0
17657,ΠΕΥΚΩΝΑΣ ΠΑΛΑΙΟΚΗΠΟΥ,2018-04-01 16:05:00,Δ/ΝΣΗ ΔΑΣΩΝ ΛΕΣΒΟΥ,Δ. ΛΕΣΒΟΥ,2018-04-01 13:49:00,0.1
17658,ΦΛΟΚΑ - ΚΑΜΑΡΑ ΣΑΜΟΥ,2018-04-01 14:20:00,,Δ. ΣΑΜΟΥ,2018-04-01 13:20:00,0.02
17659,ΑΓΙΑ ΤΡΙΑΔΑ ΜΥΤΙΛΗΝΙΩΝ ΣΑΜΟΥ,2018-04-01 15:35:00,,Δ. ΣΑΜΟΥ,2018-04-01 14:30:00,0.02
17660,ΚΥΠΑΡΙΣΣΙ ΕΥΔΗΛΟΥ,2018-04-02 20:10:00,,Δ. ΙΚΑΡΙΑΣ,2018-04-01 10:49:00,3.0
17661,ΝΕΡΙΑΝΑ-ΑΧΛΑΔΟΚΑΜΠΟΣ,,,Δ. ΧΑΝΙΩΝ,2018-04-01 15:13:00,0.5
17662,ΧΑΜΑΛΕΥΡΙ,,,Δ. ΡΕΘΥΜΝΗΣ,2018-04-01 20:04:00,0.03
17663,ΚΑΝΑΛΙΑ,2018-04-01 19:25:00,,Δ. ΚΕΡΚΥΡΑΣ,2018-04-01 17:00:00,0.1
17664,ΚΟΥΒΑΛΑΤΑ,2018-04-01 20:40:00,,Δ. ΚΕΦΑΛΛΟΝΙΑΣ,2018-04-01 15:30:00,10.0
17665,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΒΑΝΤΑ,2018-04-02 17:05:00,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,2018-04-02 16:35:00,0.05
17666,ΑΓΡ. ΠΕΡΙΟΧΗ ΞΗΡΟΧΩΡΙΟΥ,2018-04-02 21:40:00,ΘΕΣΣΑΛΟΝΙΚΗΣ,Δ. ΧΑΛΚΗΔΟΝΟΣ,2018-04-02 20:24:00,1.5
17667,ΔΑΣ. ΠΕΡ. ΑΝΩ ΘΕΟΔΩΡΑΚΙ,2018-04-02 21:40:00,ΚΙΛΚΙΣ,Δ. ΚΙΛΚΙΣ,2018-04-02 19:49:00,5.0
17668,ΚΑΛΥΒΙΑ ΑΚΡΙΝΗΣ,2018-04-02 20:05:00,ΚΟΖΑΝΗ,Δ. ΚΟΖΑΝΗΣ,2018-04-02 15:45:00,40.0
17669,ΚΤΕΝΙ,2018-04-02 22:00:00,ΚΟΖΑΝΗΣ,Δ. ΚΟΖΑΝΗΣ,2018-04-02 19:10:00,3.0
17670,ΠΑΝΑΡΕΤΗ,2018-04-02 11:45:00,ΤΣΟΤΥΛΙΟΥ,Δ. ΒΟΪΟΥ,2018-04-02 11:45:00,0.2
17671,ΑΓΙΟΣ ΠΡΟΚΟΠΙΟΣ,2018-04-02 14:05:00,ΒΟΛΟΥ,Δ. ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ,2018-04-02 09:55:00,2.0
17672,ΑΓΡΙΛΙΑ ΜΕΣΟΛΟΓΓΙΟΥ,2018-04-02 19:00:00,ΜΕΣΟΛΟΓΓΙΟΥ,Δ. ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,2018-04-02 16:55:00,4.0
17673,ΦΙΓΑΛΕΙΑ,2018-04-02 21:35:00,ΟΛΥΜΠΙΑΣ,Δ. ΖΑΧΑΡΩΣ,2018-04-02 16:45:00,2.0
17674,ΟΙΝΟΗΣ,2018-04-02 21:30:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΗΛΙΔΑΣ,2018-04-02 19:27:00,3.0
17675,ΑΝΤΙΚΑΛΑΜΟΣ,2018-04-02 20:55:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΚΑΛΑΜΑΤΑΣ,2018-04-02 19:20:00,0.5
17676,ΕΞΟΧΙΚΟ,2018-04-02 19:25:00,ΚΥΠΑΡΙΣΣΙΑΣ,Δ. ΤΡΙΦΥΛΛΙΑΣ,2018-04-02 18:30:00,0.05
17677,ΣΟΥΛΗΝΑΡΙ,2018-04-02 16:30:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,2018-04-02 14:52:00,4.0
17678,ΓΕΡΙΛΙΜΕΝΑΣ,2018-04-02 12:10:00,ΓΥΘΕΙΟΥ,Δ. ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,2018-04-02 11:09:00,0.5
17679,ΑΓ. ΜΑΡΙΝΑ ΣΟΦΙΚΟ,,,Δ. ΚΟΡΙΝΘΙΩΝ,2018-04-02 15:37:00,3.0
17680,ΜΕΡΣΙΝΙΔΙ,2018-04-02 14:48:00,,Δ. ΧΙΟΥ,2018-04-02 13:30:00,1.0
17681,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΒΑΘΕΟΣ ΣΑΜΟΥ,2018-04-02 19:55:00,,Δ. ΣΑΜΟΥ,2018-04-02 16:57:00,0.1
17682,ΑΓ ΠΑΡΑΣΚΙΕΣ -ΣΑΜΠΑΣ,2018-04-02 13:30:00,ΗΡΑΚΛΕΙΟ,Δ. ΗΡΑΚΛΕΙΟΥ,2018-04-02 10:39:00,0.5
17683,ΜΥΡΘΙΟΣ - ΓΚΟΥΛΕΣ,,,Δ. ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,2018-04-02 04:12:00,0.2
17684,ΤΙΜΙΟΣ ΣΤΑΥΡΟΣ -ΚΟΞΑΡΕ,,,Δ. ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,2018-04-02 18:45:00,2.0
17685,ΔΑΜΝΟΝΙ,,,Δ. ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,2018-04-02 22:00:00,0.2
17686,ΟΡΜΥΛΙΑ,,,Δ. ΠΟΛΥΓΥΡΟΥ,2018-04-03 17:50:00,1.5
17687,ΓΑΛΑΤΙΝΗ,2018-04-03 19:25:00,ΤΣΟΤΥΛΙΟΥ,Δ. ΒΟΪΟΥ,2018-04-03 15:09:00,62.0
17688,ΓΟΝΝΟΙ,2018-04-03 12:30:00,ΛΑΡΙΣΑΣ,Δ. ΤΕΜΠΩΝ,2018-04-03 11:15:00,0.2
17689,Ν. ΑΓΧΙΑΛΟΣ,2018-04-03 17:20:00,ΒΟΛΟΥ,Δ. ΒΟΛΟΥ,2018-04-03 16:10:00,0.05
17690,ΓΛΩΣΣΑ,2018-04-03 19:00:00,ΣΚΟΠΕΛΟΥ,Δ. ΣΚΟΠΕΛΟΥ,2018-04-03 11:30:00,1.5
17691,Τ. Κ. ΠΕΥΚΟΦΥΤΟΥ,2018-04-03 20:07:00,ΜΟΥΖΑΚΙΟΥ,Δ. ΜΟΥΖΑΚΙΟΥ,2018-04-03 19:40:00,0.1
17692,ΔΑΦΝΟΥΛΑ ΔΗΜΟΥ ΕΡΥΜΑΝΘΟΥ,,,Δ. ΕΡΥΜΑΝΘΟΥ,2018-04-03 17:41:00,0.1
17693,ΑΓ. ΙΩΑΝΝΗΣ,,ΠΥΡΓΟΥ,Δ. ΠΥΡΓΟΥ,2018-04-03 14:35:00,0.05
17694,ΠΕΛΟΠΙΟ,2018-04-03 20:50:00,ΠΥΡΓΟΥ,Δ. ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,2018-04-03 15:05:00,2.0
17695,ΔΑΦΝΙΩΤΙΣΣΑ,2018-04-03 15:20:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΗΛΙΔΑΣ,2018-04-03 13:26:00,0.3
17696,ΤΡΑΓΑΝΟ,2018-04-03 15:00:00,ΑΜΑΛΙΑΔΑΣ,Δ. ΠΗΝΕΙΟΥ,2018-04-03 14:15:00,1.0
17697,ΜΑΚΑΡΙΑ,2018-04-03 17:15:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΜΕΣΣΗΝΗΣ,2018-04-03 16:30:00,0.1
17698,Τ.Κ. ΑΡΧΑΙΑΣ ΜΕΣΣΗΝΗΣ,2018-04-03 20:30:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΜΕΣΣΗΝΗΣ,2018-04-03 13:35:00,3.0
17699,ΑΧΛΑΔΟΧΩΡΙ,2018-04-03 14:10:00,ΚΑΛΑΜΑΤΑΣ,Δ. ΜΕΣΣΗΝΗΣ,2018-04-03 12:10:00,0.5
17700,ΣΙΝΑ,2018-04-03 18:10:00,ΓΥΘΕΙΟΥ,Δ. ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,2018-04-03 16:05:00,5.0
17701,ΚΑΛΙΑΖΙ,2018-04-03 22:00:00,ΓΥΘΕΙΟΥ,Δ. ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ,2018-04-03 14:15:00,20.0
17702,ΓΚΡΑΒΑ ΚΑΛΛΟΝΗΣ,,,Δ. ΤΡΟΙΖΗΝΙΑΣ,2018-04-03 13:57:00,0.1
17703,ΣΠΑΘΟΒΟΥΝΙ,,,Δ. ΚΟΡΙΝΘΙΩΝ,2018-04-03 13:04:00,2.5
17704,ΘΡΟΦΑΡΙ,2018-04-03 14:40:00,ΚΟΡΙΝΘΟΥ,Δ. ΞΥΛΟΚΑΣΤΡΟΥ-ΕΥΡΩΣΤΙΝΗΣ,2018-04-03 12:45:00,0.5
