address,agricultural_area_burned,airplanes_cl215,airplanes_cl415,airplanes_gru,airplanes_pzl,army,crop_residue_area_burned,dumping_ground_area_burned,end_time,firefighters,fire_station,fire_trucks,forest_area_burned,forestry,grove_area_burned,helicopters,local_authorities_vehicles,location,low_vegetation_area_burned,machinery,municipality,other_firefighters,prefecture,start_time,swamp_area_burned,volunteers,water_tank_trucks,wildland_crew,woodland_area_burned
ΠΕΤΡΟΓΕΦΥΡΑ,1.0,0,0,0,0,0,0.0,0.0,2018-08-12 16:50:00,3,Π.Υ. ΚΑΛΑΜΑΤΑΣ,2,0.0,ΚΑΛΑΜΑΤΑΣ,0.0,0,0,ΘΟΥΡΙΑ,0.0,0,Δ. ΚΑΛΑΜΑΤΑΣ,0,ΜΕΣΣΗΝΙΑΣ,2018-08-12 15:50:00,0.0,0,0,0,0.0
ΑΛΩΝΑΚΙ,2500.0,5,2,0,2,50,0.0,0.0,2018-08-21 20:38:00,201,Π.Υ. ΧΑΛΚΙΔΑΣ,10,2400.0,ΧΑΛΚΙΔΑΣ,0.0,3,80,ΚΟΝΤΟΔΕΣΠΟΤΙΟ,0.0,15,Δ. ΔΙΡΦΥΩΝ - ΜΕΣΣΑΠΙΩΝ,212,ΕΥΒΟΙΑΣ,2018-08-12 15:07:00,0.0,35,13,101,900.0
ΓΚΑΓΚΑΛΕΣ,1.0,0,0,0,0,0,0.0,0.0,2018-08-12 13:15:00,4,Π.Κ. ΜΟΙΡΩΝ,2,0.0,ΗΡΑΚΛΕΙΟΥ,0.0,0,0,ΓΚΑΓΚΑΛΕΣ,0.0,0,Δ. ΓΟΡΤΥΝΑΣ,0,ΗΡΑΚΛΕΙΟΥ,2018-08-12 11:34:00,0.0,0,0,0,0.0
ΛΙΤΣΑΡΣΑ ΑΠΟΚΟΡΩΝΟΥ,0.0,0,0,0,0,0,0.0,0.0,,5,Π.Υ. ΒΡΥΣΣΩΝ,3,0.0,,0.0,0,0,,2.0,0,Δ. ΑΠΟΚΟΡΩΝΟΥ,0,ΧΑΝΙΩΝ,2018-08-12 23:05:00,0.0,0,0,0,1.0
ΚΟΤΣΙΑΝΑ Δ.ΚΙΣΑΜΟΥ (Δ.Ε. ΜΥΘΗΜΝΗΣ),0.5,0,0,0,0,0,0.0,0.0,2018-08-13 07:20:00,6,Π.Υ. ΚΑΣΤΕΛΛΙΟΥ (ΚΙΣΣΑΜΟΥ),3,0.0,ΧΑΝΙΩΝ,0.0,0,0,,0.0,0,Δ. ΚΙΣΣΑΜΟΥ,0,ΧΑΝΙΩΝ,2018-08-12 22:00:00,0.0,0,0,0,0.5
ΠΑΤΑΓΗ,0.0,0,0,0,0,0,0.01,0.0,2018-08-13 18:43:00,2,Π.Υ. ΟΡΕΣΤΙΑΔΑΣ,1,0.0,ΔΙΔ/ΧΟΥ,0.0,0,0,,0.0,0,Δ. ΟΡΕΣΤΙΑΔΑΣ,0,ΕΒΡΟΥ,2018-08-13 17:55:00,0.0,0,0,0,0.0
ΑΓΡ. ΠΕΡ. ΑΣΠΡΟΥ,0.0,0,0,0,0,0,0.3,0.0,2018-08-13 11:13:00,2,Π.Υ. ΚΙΛΚΙΣ,1,0.0,ΚΙΛΚΙΣ,0.0,0,0,,0.0,0,Δ. ΠΑΙΟΝΙΑΣ,0,ΚΙΛΚΙΣ,2018-08-13 10:14:00,2.7,0,0,0,0.0
ΑΓΡ. ΠΕΡ. ΠΟΛΥΚΑΣΤΡΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-08-13 21:25:00,2,Π.Υ. ΚΙΛΚΙΣ,1,0.0,ΚΙΛΚΙΣ,0.0,0,0,,1.0,0,Δ. ΠΑΙΟΝΙΑΣ,0,ΚΙΛΚΙΣ,2018-08-13 20:19:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ Τ.Κ. ΜΟΝΟΣΠΙΤΩΝ,0.0,0,0,0,0,0,0.1,0.0,2018-08-13 22:30:00,6,Π.Υ. ΝΑΟΥΣΑΣ,2,0.0,ΝΑΟΥΣΑΣ,0.0,0,0,ΜΟΝΟΣΠΙΤΑ,0.0,0,Δ. ΝΑΟΥΣΑΣ,0,ΗΜΑΘΙΑΣ,2018-08-13 21:10:00,0.0,0,0,0,0.0
Δ.Κ. ΚΑΤΣΙΚΑ ΘΕΣΗ ΦΤΕΡΗ,0.0,0,0,0,0,0,0.0,0.0,2018-08-13 12:27:00,8,1ος  Π.Σ. ΙΩΑΝΝΙΝΩΝ,4,0.0,ΙΩΑΝΝΙΝΩΝ,0.0,0,0,,0.5,0,Δ. ΙΩΑΝΝΙΤΩΝ,0,ΙΩΑΝΝΙΝΩΝ,2018-08-13 11:18:00,0.0,0,0,0,0.0
Τ.Κ. ΣΚΑΦΙΔΩΤΗΣ,0.0,0,0,0,0,0,0.0,0.0,,15,Π.Υ. ΠΑΡΓΑΣ,3,0.0,,0.0,0,0,,0.0,0,Δ. ΠΑΡΓΑΣ,0,ΠΡΕΒΕΖΗΣ,2018-08-13 18:15:00,0.0,0,0,0,10.0
ΖΩΟΔΟΧΟΣ ΠΗΓΗ,0.0,0,0,0,0,0,15.0,0.0,2018-08-13 16:50:00,2,Π.Κ. ΦΑΡΣΑΛΩΝ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΦΑΡΣΑΛΩΝ,0,ΛΑΡΙΣΑΣ,2018-08-13 16:15:00,0.0,0,0,0,0.0
2 ΧΛΜ ΝΙΚΑΙΑΣ-ΑΓ. ΑΝΑΡΓΥΡΩΝ,0.0,0,0,0,0,0,40.0,0.0,2018-08-13 14:50:00,2,1ος  Π.Σ. ΛΑΡΙΣΑΣ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΚΙΛΕΛΕΡ,0,ΛΑΡΙΣΑΣ,2018-08-13 14:10:00,0.0,0,0,0,0.0
Ν.ΛΕΥΚΗ,0.0,0,0,0,0,0,20.0,0.0,2018-08-13 22:15:00,2,1ος  Π.Σ. ΛΑΡΙΣΑΣ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΚΙΛΕΛΕΡ,0,ΛΑΡΙΣΑΣ,2018-08-13 21:15:00,0.0,0,0,0,0.0
ΑΓ.ΑΝΑΡΓΥΡΟΙ,0.0,0,0,0,0,0,30.0,0.0,2018-08-13 23:20:00,2,1ος  Π.Σ. ΛΑΡΙΣΑΣ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΚΙΛΕΛΕΡ,0,ΛΑΡΙΣΑΣ,2018-08-13 21:40:00,0.0,0,0,0,0.0
ΤΚ ΛΟΓΓΟΥ,0.0,0,0,0,0,0,1.5,0.0,2018-08-13 18:45:00,3,Π.Υ. ΤΡΙΚΑΛΩΝ,1,0.0,ΤΡΙΚΑΛΩΝ,0.0,0,0,,0.0,0,Δ. ΤΡΙΚΚΑΙΩΝ,0,ΤΡΙΚΑΛΩΝ,2018-08-13 17:54:00,0.0,0,0,0,0.0
ΤΚ ΓΕΩΡΓΑΝΑΔΩΝ,0.0,0,0,0,0,0,20.0,0.0,2018-08-13 19:40:00,6,Π.Κ. ΟΙΧΑΛΙΑΣ,3,0.0,ΤΡΙΚΑΛΩΝ,0.0,0,0,,15.0,0,Δ. ΤΡΙΚΚΑΙΩΝ,0,ΤΡΙΚΑΛΩΝ,2018-08-13 15:40:00,0.0,0,0,0,0.0
Τ.Κ. ΚΕΔΡΟΥ,0.0,0,0,0,0,0,0.1,0.0,2018-08-13 18:25:00,2,Π.Υ. ΣΟΦΑΔΩΝ,1,0.0,ΚΑΡΔΙΤΣΑΣ,0.0,0,0,ΚΕΔΡΟΣ,0.0,0,Δ. ΣΟΦΑΔΩΝ,0,ΚΑΡΔΙΤΣΑΣ,2018-08-13 18:10:00,0.0,0,0,0,0.0
ΛΑΝΤΖΟ'Ι',0.0,0,0,0,0,0,0.0,0.0,,4,Π.Υ. ΠΥΡΓΟΥ,2,0.0,ΠΥΡΓΟΥ,0.0,0,0,,0.3,0,Δ. ΠΥΡΓΟΥ,0,ΗΛΕΙΑΣ,2018-08-13 14:05:00,0.0,0,0,0,0.0
ΚΑΤΩ ΞΗΡΟΧΩΡΙ,0.05,0,0,0,0,0,0.0,0.0,,6,Π.Κ. ΚΡΕΣΤΑΙΝΩΝ,3,0.0,ΟΛΥΜΠΙΑΣ,0.0,0,0,,0.0,0,Δ. ΖΑΧΑΡΩΣ,0,ΗΛΕΙΑΣ,2018-08-13 15:00:00,0.0,0,0,0,0.0
ΠΑΠΑΔΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-08-14 10:15:00,22,Π.Κ. ΚΡΕΣΤΑΙΝΩΝ,11,0.0,,0.0,1,0,,0.0,0,Δ. ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕΝΩΝ,0,ΗΛΕΙΑΣ,2018-08-13 16:45:00,6.0,0,0,0,0.0
ΡΟΥΠΑΚΙ,550.0,0,0,0,0,0,0.0,0.0,,2,Π.Υ. ΑΜΑΛΙΑΔΑΣ,1,0.0,ΑΜΑΛΙΑΔΑΣ,0.0,0,0,,0.0,0,Δ. ΠΗΝΕΙΟΥ,0,ΗΛΕΙΑΣ,2018-08-13 13:34:00,0.0,0,0,0,0.0
Τ.Κ. ΓΑΡΕΑΣ,0.1,0,0,0,0,0,0.0,0.0,2018-08-13 17:45:00,4,Π.Υ. ΤΡΙΠΟΛΗΣ,2,0.0,ΤΡΙΠΟΛΗΣ,0.0,0,0,,0.0,0,Δ. ΤΡΙΠΟΛΗΣ,0,ΑΡΚΑΔΙΑΣ,2018-08-13 17:00:00,0.0,0,0,0,0.0
ΒΟΥΝΑΡΙΑ,0.1,0,0,0,0,0,0.0,0.0,2018-08-13 17:25:00,3,Π.Υ. ΚΑΛΑΜΑΤΑΣ,2,0.0,ΚΑΛΑΜΑΤΑΣ,0.0,0,0,ΒΟΥΝΑΡΙΑ,0.0,0,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,0,ΜΕΣΣΗΝΙΑΣ,2018-08-13 17:08:00,0.0,1,0,0,0.0
ΛΟΓΓΑ-ΛΑΙΝΑ,2.0,0,0,0,0,0,0.0,0.0,2018-08-13 18:15:00,1,ΕΘ.Π.Κ. ΠΕΤΑΛΙΔΙΟΥ,0,0.0,ΚΑΛΑΜΑΤΑΣ,0.0,0,2,ΛΟΓΓΑ,0.0,0,Δ. ΜΕΣΣΗΝΗΣ,0,ΜΕΣΣΗΝΙΑΣ,2018-08-13 15:34:00,0.0,3,0,0,0.0
ΠΡΟΦΗΤΗ ΗΛΙΑΣ ΒΛΑΧΟΠΟΥΛΟ,0.0,0,0,0,0,0,0.0,0.0,2018-08-13 13:00:00,6,Π.Υ. ΓΑΡΓΑΛΙΑΝΩΝ,3,0.0,ΚΑΛΑΜΑΤΑΣ,0.0,0,0,,0.0,0,Δ. ΜΕΣΣΗΝΗΣ,0,ΜΕΣΣΗΝΙΑΣ,2018-08-13 12:11:00,0.0,0,0,0,0.1
ΑΓΙΟ ΑΘΑΝΑΣΙΟ Τ.Κ.ΠΑΠΟΥΛΙΩΝ,1.0,0,0,0,0,0,0.0,0.0,2018-08-13 12:10:00,8,Π.Κ. ΠΥΛΟΥ,4,0.0,ΚΑΛΑΜΑΤΑΣ,0.0,0,0,,0.0,0,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,0,ΜΕΣΣΗΝΙΑΣ,2018-08-13 11:23:00,0.0,0,0,0,0.0
ΠΑΠΠΟΥΛΙΑ,0.01,0,0,0,0,0,0.0,0.0,2018-08-13 12:35:00,4,Π.Κ. ΠΥΛΟΥ,2,0.0,ΚΑΛΑΛΜΑΤΑΣ,0.0,0,0,,0.0,0,Δ. ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,0,ΜΕΣΣΗΝΙΑΣ,2018-08-13 12:21:00,0.0,0,0,0,0.0
ΘΕΣΗ ΠΡΟΒΗ,0.0,0,0,0,0,0,0.0,0.0,,8,Π.Κ. ΠΕΡΑΧΩΡΑΣ,4,0.0,,0.0,0,0,,0.1,0,Δ. ΛΟΥΤΡΑΚΙΟΥ-ΑΓΙΩΝ ΘΕΟΔΩΡΩ,0,ΚΟΡΙΝΘΙΑΣ,2018-08-13 14:34:00,0.0,0,0,0,0.0
ΛΑΚΚΕΣ ΤΙΘΟΡΕΑΣ,0.05,0,0,0,0,0,0.0,0.0,2018-08-13 21:50:00,5,Π.Κ. ΑΜΦΙΚΛΕΙΑΣ,3,0.0,ΛΑΜΙΑΣ,0.0,0,0,ΤΙΘΟΡΕΑ,0.0,0,Δ. ΑΜΦΙΚΛΕΙΑΣ-ΕΛΑΤΕΙΑΣ,0,ΦΘΙΩΤΙΔΑΣ,2018-08-13 21:00:00,0.0,0,0,0,0.0
ΜΑΝΙΚΑ Δ.Κ ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,0.5,0,0,0,0,0,0.0,0.0,2018-08-13 16:12:00,4,Π.Υ. ΧΑΛΚΙΔΑΣ,2,0.0,,0.0,0,0,,0.0,0,Δ. ΧΑΛΚΙΔΕΩΝ,0,ΕΥΒΟΙΑΣ,2018-08-13 14:30:00,0.0,0,0,0,0.0
ΜΑΡΠΗΣΣΑ ΠΑΡΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-08-13 15:30:00,4,Π.Κ. ΠΑΡΟΥ,2,0.0,ΝΑΞΟΥ,0.0,0,0,,3.0,0,Δ. ΠΑΡΟΥ,0,ΚΥΚΛΑΔΩΝ,2018-08-13 14:14:00,0.0,0,0,0,0.0
ΑΓΥΙΑ  ΧΑΝΙΩΝ,0.02,0,0,0,0,0,0.0,0.0,,2,1ος  Π.Σ. ΧΑΝΙΩΝ,1,0.0,,0.0,0,0,,0.0,0,Δ. ΧΑΝΙΩΝ,0,ΧΑΝΙΩΝ,2018-08-13 11:07:00,0.0,0,0,0,0.0
ΚΟΡΑΚΙΕΣ ΑΚΡΩΤΗΡΙΟΥ,1.0,0,0,0,0,0,0.0,0.0,,14,1ος  Π.Σ. ΧΑΝΙΩΝ,6,0.0,,0.0,0,0,,0.0,0,Δ. ΧΑΝΙΩΝ,2,ΧΑΝΙΩΝ,2018-08-13 13:30:00,0.0,0,0,0,3.0
ΝΕΑ ΦΟΥΣΑ,0.0,0,0,0,0,0,0.0,0.0,2018-08-14 19:30:00,7,10ος Π.Σ. ΑΘΗΝΩΝ,3,0.0,,0.0,0,0,ΦΥΛΗ,0.0,0,Δ. ΦΥΛΗΣ,2,ΑΤΤΙΚΗΣ,2018-08-14 16:10:00,0.0,0,1,0,0.2
ΜΑΡΚΟΠΟΥΛΟ -ΦΟΥΣΑ ΜΠΑΡΔΑ,1.0,0,0,0,0,0,0.0,0.0,2018-08-14 17:00:00,9,Π.Υ. ΜΑΡΚΟΠΟΥΛΟΥ,4,0.0,ΠΕΝΤΕΛΗΣ,0.0,0,0,,0.0,0,Δ. ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ,0,ΑΤΤΙΚΗΣ,2018-08-14 16:10:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΜΟΛΥΒΩΤΗΣ - ΛΙΜΝΗ ΙΣΜΑΡΙΔΑ,0.0,0,0,0,0,0,0.0,0.0,2018-08-14 14:09:00,9,Π.Υ. ΚΟΜΟΤΗΝΗΣ,5,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,130.0,0,Δ. ΚΟΜΟΤΗΝΗΣ,0,ΡΟΔΟΠΗΣ,2018-08-14 10:10:00,0.0,0,0,0,0.0
ΕΛΕΥΘΕΡΟΥΠΟΛΗ,0.0,0,0,0,0,0,0.0,0.02,2018-08-14 12:58:00,2,Π.Υ. ΕΛΕΥΘΕΡΟΥΠΟΛΗΣ,1,0.0,ΚΑΒΑΛΑΣ,0.0,0,0,,0.0,0,Δ. ΠΑΓΓΑΙΟΥ,0,ΚΑΒΑΛΑΣ,2018-08-14 11:35:00,0.0,0,0,0,0.0
ΚΟΜΒΟΣ ΚΑΒΥΛΗΣ,0.0,0,0,0,0,0,0.0,0.0,2018-08-14 21:50:00,2,Π.Υ. ΟΡΕΣΤΙΑΔΑΣ,1,0.0,ΔΙΔ/ΧΟΥ,0.0,0,0,ΚΑΒΥΛΗ,0.01,0,Δ. ΟΡΕΣΤΙΑΔΑΣ,0,ΕΒΡΟΥ,2018-08-14 21:20:00,0.0,0,0,0,0.0
ΔΑΣ. ΠΕΡ. ΠΟΝΤΟΚΕΡΑΣΙΑΣ,0.0,0,0,0,0,0,0.0,0.0,2018-08-14 18:30:00,9,Π.Υ. ΚΙΛΚΙΣ,4,0.0,ΚΙΛΚΙΣ,0.0,0,0,,0.0,0,Δ. ΚΙΛΚΙΣ,0,ΚΙΛΚΙΣ,2018-08-14 16:34:00,0.0,0,0,0,1.0
ΚΙΡΚΙΖΑΤΕΣ,1.5,0,0,0,0,0,0.0,0.0,2018-08-14 16:00:00,6,Π.Υ. ΑΡΤΑΣ,3,0.0,ΑΡΤΑΣ,0.0,0,0,,0.0,0,Δ. ΑΡΤΑΙΩΝ,0,ΑΡΤΑΣ,2018-08-14 14:25:00,0.0,0,0,0,0.0
ΑΓ. ΑΝΑΡΓΥΡΟΙ,0.0,0,0,0,0,0,10.0,0.0,2018-08-14 14:30:00,2,1ος  Π.Σ. ΛΑΡΙΣΑΣ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΚΙΛΕΛΕΡ,0,ΛΑΡΙΣΑΣ,2018-08-14 13:30:00,0.0,0,0,0,0.0
ΜΥΡΑ,0.0,0,0,0,0,0,100.0,0.0,2018-08-14 17:30:00,2,1ος  Π.Σ. ΛΑΡΙΣΑΣ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΚΙΛΕΛΕΡ,0,ΛΑΡΙΣΑΣ,2018-08-14 15:40:00,0.0,0,0,0,0.0
ΑΓΙΟΣ ΤΡΥΦΩΝΑΣ,0.0,0,0,0,0,0,0.5,0.0,2018-08-14 14:00:00,2,Π.Κ. ΑΛΜΥΡΟΥ,1,0.0,ΑΛΜΥΡΟΥ,0.0,0,0,,0.0,0,Δ. ΑΛΜΥΡΟΥ,0,ΜΑΓΝΗΣΙΑΣ,2018-08-14 13:40:00,0.0,0,0,0,0.0
ΑΕΡΙΝΟ,0.0,0,0,0,0,0,5.0,0.0,2018-08-14 15:20:00,2,Π.Υ. ΒΙ.ΠΕ.ΒΟΛΟΥ,1,0.0,ΒΟΛΟΥ,0.0,0,0,,0.0,0,Δ. ΡΗΓΑ ΦΕΡΑΙΟΥ,0,ΜΑΓΝΗΣΙΑΣ,2018-08-14 14:26:00,0.0,0,0,0,0.0
Τ.Κ. ΜΑΤΑΡΑΓΚΑΣ,0.0,0,0,0,0,0,0.0,0.0,2018-08-14 21:00:00,2,Π.Υ. ΣΟΦΑΔΩΝ,1,0.0,ΚΑΡΔΙΤΣΑΣ,0.0,0,0,ΜΑΤΑΡΑΓΚΑ,0.0,0,Δ. ΣΟΦΑΔΩΝ,0,ΚΑΡΔΙΤΣΑΣ,2018-08-14 20:20:00,0.1,0,0,0,0.0
ΛΟΓΓΟΣ,1.0,0,0,0,0,0,0.0,0.0,2018-08-15 09:33:00,10,Π.Υ. ΑΙΓΙΟΥ,4,0.0,ΑΙΓΙΟΥ,0.0,0,0,,1.5,0,Δ. ΑΙΓΙΑΛΕΙΑΣ,0,ΑΧΑΙΑΣ,2018-08-14 17:43:00,1.0,0,0,0,1.0
ΠΛΑΤΑΝΟΣ,0.0,0,0,0,0,0,0.0,0.0,2018-08-14 01:20:00,2,Π.Υ. ΑΓΡΙΝΙΟΥ,1,0.0,ΑΓΡΙΝΙΟΥ,0.0,0,0,ΚΑΛΥΒΙΑ,0.0,0,Δ. ΑΓΡΙΝΙΟΥ,0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,2018-08-14 00:20:00,0.05,0,0,0,0.0
"""ΔΟΥΝΕ""""Ι""""ΚΑ-ΦΛΥΣΟΥΡΙΑΣ ΕΥΗΝΟΥ""",0.0,0,0,0,0,0,0.0,0.0,2018-08-15 12:00:00,9,Π.Κ. ΘΕΡΜΟΥ,5,0.0,ΑΓΡΙΝΙΟΥ,0.0,0,1,ΑΓΡΙΝΙΟ,0.0,0,Δ. ΑΓΡΙΝΙΟΥ,0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,2018-08-14 20:50:00,0.0,2,0,0,0.05
Τ.Κ. ΠΕΤΡΩΝΑΣ ''ΒΑΡΚΟ'',0.15,0,0,0,0,0,0.0,0.0,2018-08-14 12:37:00,9,Π.Υ. ΑΜΦΙΛΟΧΙΑΣ,4,0.0,,0.0,0,0,,0.0,0,Δ. ΑΜΦΙΛΟΧΙΑΣ,0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,2018-08-14 10:09:00,0.0,0,0,0,0.0
ΑΓ. ΣΤΕΦΑΝΟΣ ''ΜΠΕΣΙΑΣ'',0.0,0,0,0,0,0,0.0,0.0,2018-08-14 15:00:00,5,Π.Υ. ΑΜΦΙΛΟΧΙΑΣ,2,0.1,,0.0,0,0,,0.0,0,Δ. ΞΗΡΟΜΕΡΟΥ,0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,2018-08-14 14:10:00,0.0,0,0,0,0.0
ΛΕΧΑΙΟ,1.0,0,0,0,0,0,0.0,0.0,,2,Π.Υ. ΚΟΡΙΝΘΟΥ,1,0.0,,0.0,0,0,,0.0,0,Δ. ΚΟΡΙΝΘΙΩΝ,0,ΚΟΡΙΝΘΙΑΣ,2018-08-14 15:39:00,0.0,0,0,0,0.0
ΘΕΣΗ ΚΟΥΜΑΡΙΑ ΡΟΖΕΝΩΝ,0.1,0,0,0,0,0,0.0,0.0,2018-08-14 15:10:00,2,Π.Κ. ΕΥΡΩΣΤΙΝΗΣ,1,0.0,ΞΥΛΟΚΑΣΤΡΟΥ,0.0,0,0,,0.0,0,Δ. ΞΥΛΟΚΑΣΤΡΟΥ-ΕΥΡΩΣΤΙΝΗΣ,0,ΚΟΡΙΝΘΙΑΣ,2018-08-14 14:43:00,0.0,0,0,0,0.0
Τ.Κ. ΚΟΜΠΟΤΑΔΩΝ,0.5,0,0,0,0,0,0.0,0.0,2018-08-14 17:00:00,5,Π.Κ. ΑΡΓΥΡΟΧΩΡΙΟΥ,2,0.0,ΛΑΜΙΑΣ,0.0,0,1,ΚΟΜΠΟΤΑΔΕΣ,0.0,0,Δ. ΛΑΜΙΕΩΝ,0,ΦΘΙΩΤΙΔΑΣ,2018-08-14 16:00:00,0.0,0,0,0,0.0
ΟΔΟΣ ΕΛΕΥΘΕΡΙΑΣ-ΔΗΛΕΣΙ,0.4,0,0,0,0,0,0.0,0.0,2018-08-14 14:23:00,6,Π.Υ. ΟΙΝΟΦΥΤΩΝ,0,0.0,ΘΗΒΩΝ,0.0,0,0,,0.0,0,Δ. ΤΑΝΑΓΡΑΣ,0,ΒΟΙΩΤΙΑΣ,2018-08-14 12:25:00,0.0,0,0,0,0.0
ΒΡΥΣΗ ΡΑΠΤΗ,2.0,0,0,0,0,0,0.0,0.0,,10,Π.Υ. ΟΙΝΟΦΥΤΩΝ,5,0.0,,0.0,0,0,,8.0,0,Δ. ΤΑΝΑΓΡΑΣ,0,ΒΟΙΩΤΙΑΣ,2018-08-14 17:25:00,5.0,0,0,0,0.0
ΤΚ ΚΑΣΤΕΛΑΣ,3.0,0,0,0,0,0,0.0,0.0,2018-08-14 19:50:00,7,Π.Υ. ΧΑΛΚΙΔΑΣ,3,0.0,,0.0,0,2,ΚΑΣΤΕΛΛΑ,0.0,0,Δ. ΔΙΡΦΥΩΝ - ΜΕΣΣΑΠΙΩΝ,0,ΕΥΒΟΙΑΣ,2018-08-14 18:50:00,0.0,3,0,0,0.0
ΠΡΟΒΑΤΑΣ ΜΗΛΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-08-14 13:15:00,2,Π.Υ. ΕΡΜΟΥΠΟΛΗΣ,2,0.0,ΜΗΛΟΥ,0.0,0,0,,0.5,1,Δ. ΜΗΛΟΥ,0,ΚΥΚΛΑΔΩΝ,2018-08-14 11:19:00,0.0,6,1,0,0.0
ΥΣΤΕΡΝΙΑ ΤΗΝΟΥ,0.0,0,0,0,0,0,0.0,0.0,,15,Π.Κ. ΤΗΝΟΥ,3,0.0,ΑΝΔΡΟΥ,0.0,0,0,,20.0,0,Δ. ΤΗΝΟΥ,2,ΚΥΚΛΑΔΩΝ,2018-08-14 23:16:00,0.0,0,2,0,0.0
ΠΕΡΒΟΛΑΚΙΑ Δ.ΚΙΣΑΜΟΥ (Δ.Ε. ΚΙΣΑΜΟΥ),0.01,0,0,0,0,0,0.0,0.0,2018-08-14 22:26:00,2,Π.Υ. ΚΑΣΤΕΛΛΙΟΥ (ΚΙΣΣΑΜΟΥ),1,0.0,ΧΑΝΙΩΝ,0.0,0,0,ΠΕΡΒΟΛΑΚΙΑ,0.0,0,Δ. ΚΙΣΣΑΜΟΥ,0,ΧΑΝΙΩΝ,2018-08-14 21:40:00,0.0,0,0,0,0.0
ΘΕΣΗ ΨΑΡΕΙΚΑ-ΜΑΝΕΣΕΙΚΑ,3.0,0,0,0,0,0,0.0,0.0,2018-08-14 20:20:00,4,Π.Υ. ΖΑΚΥΝΘΟΥ,0,0.0,,0.0,0,0,,0.0,0,Δ. ΖΑΚΥΝΘΟΥ,0,ΖΑΚΥΝΘΟΥ,2018-08-14 18:30:00,0.0,0,0,0,0.0
ΑΜΥΓΔΑΛΙΑ ΑΓΙΟΣ ΣΤΕΦΑΝΟΣ,0.0,0,0,0,0,0,0.0,0.0,2018-08-16 20:00:00,15, 9ος Π.Σ. ΑΘΗΝΩΝ,25,0.0,ΠΕΝΤΕΛΗΣ,0.0,2,0,ΣΤΑΜΑΤΑ,0.0,0,Δ. ΔΙΟΝΥΣΟΥ,4,ΑΤΤΙΚΗΣ,2018-08-15 16:34:00,0.0,43,0,0,7.0
ΓΑΛΥΨΟΣ,0.0,0,0,0,0,0,0.5,0.0,2018-08-15 02:55:00,0,Π.Υ. ΕΛΕΥΘΕΡΟΥΠΟΛΗΣ,0,0.0,ΚΑΒΑΛΑΣ,0.0,0,0,,0.0,0,Δ. ΠΑΓΓΑΙΟΥ,0,ΚΑΒΑΛΑΣ,2018-08-15 01:34:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΑΒΑΝΤΑ,0.0,0,0,0,0,0,0.0,0.1,2018-08-15 14:15:00,5,Π.Υ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,2,0.0,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,0.0,0,0,ΑΒΑΣ,0.1,0,Δ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,0,ΕΒΡΟΥ,2018-08-15 13:10:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΒΑΘΥΛΑΚΟΥ,0.0,0,0,0,0,0,0.0,0.5,2018-08-15 19:10:00,3,6ος  Π.Σ. ΘΕΣΣΑΛΟΝΙΚΗΣ,2,0.0,ΘΕΣΣΑΛΟΝΙΚΗΣ,0.0,0,0,,0.0,0,Δ. ΧΑΛΚΗΔΟΝΟΣ,0,ΘΕΣΣΑΛΟΝΙΚΗΣ,2018-08-15 17:24:00,0.0,0,0,0,0.0
